restaurant_type,location,season,food_cost,labor_cost,rent_cost,marketing_spend,utilities_cost,maintenance_cost,technology_spend,delivery_spend,num_employees,seating_capacity,avg_ticket_size,daily_covers,online_orders_pct,customer_rating,years_in_business,wastage_pct,revenue,total_cost,profit,profit_tier
Fast Food,Downtown,Summer,34231.05610052457,58215.1569743807,25849.4460697265,16463.806785212324,1409.0117594004732,2652.0420938783777,2981.199482467138,5595.745658015058,4.0,99.0,81.7325307911241,609.0,31.109866810822176,3.552360033295651,26.0,12.064768861579665,2004192.3634105632,147397.46492360515,1856794.8984869581,High Profit
Fast Food,Mall,Autumn,43726.562199987195,13572.331691316069,4154.045717592959,7591.5563650255535,5237.213388593979,357.89125796668094,3162.257679761423,4427.402049061378,28.0,254.0,9.029553002865057,591.0,48.88822374368957,3.5123311833884263,16.0,15.40048670784578,240428.8922567836,82229.26034930523,158199.63190747838,High Profit
Casual Dining,Mall,Summer,5819.629922581142,33965.86955157517,36314.36887592093,12198.92037856657,3611.537733240368,2834.00333853176,567.0691582484307,7741.155140297915,75.0,14.0,15.265358538861745,48.0,47.30021472301905,3.780317838037936,12.0,17.734131199189093,168914.75892172763,103052.5540989623,65862.20482276533,Medium Profit
Food Truck,Highway,Autumn,64216.29511848251,28600.190288884525,2684.729254477281,1445.4190467232536,5458.448820084828,6690.5098854716225,716.1038662683903,746.4247616298053,67.0,67.0,48.10052142136285,278.0,53.08739724989576,3.849078198218951,2.0,11.007352011507798,299387.78220367484,110558.1210420222,188829.66116165265,High Profit
Cafe,Mall,Autumn,24461.57805318897,55374.79820876773,32524.171096057322,9331.51562424972,4804.596120823063,2131.7677354874863,4091.801422318975,5308.536898001952,60.0,66.0,49.1226001736861,753.0,49.7789177497556,3.4281547432360644,1.0,17.40070374811901,1251759.8481841285,138028.7651588952,1113731.0830252334,High Profit
Food Truck,Residential,Summer,66241.62680303873,3605.296251186717,20215.161348163852,12363.732440170026,5438.022155258498,5141.685278353336,2213.2269058900056,2029.1639982191662,41.0,188.0,39.25565526137933,767.0,51.33543550576638,3.362716601208917,25.0,18.745104734309344,776188.2285382268,117247.91518028035,658940.3133579465,High Profit
Food Truck,Mall,Spring,24922.89997852379,59382.71284372437,33083.75538980593,14436.984022129296,3327.7068429334317,3629.435226942318,1154.8586586314398,3802.8707137280026,25.0,232.0,79.81847825794235,180.0,0.22535794016543598,2.559706647569104,27.0,4.779951081681922,467454.0851431066,143741.2236764186,323712.861466688,High Profit
Cafe,Highway,Spring,5809.137219686917,30344.85591923414,19672.655201082292,18079.58713121286,8243.812073747908,4481.387917539771,554.1114505130142,5859.869038613334,24.0,69.0,74.80277021186289,621.0,10.715686175217598,3.4766232537041635,11.0,9.85144711260926,1260040.7497285395,93045.41595163023,1166995.3337769092,High Profit
Fast Food,Downtown,Summer,16612.34886450851,38655.75989231506,26583.63659272893,6019.635553782003,5574.8335087053765,4847.027119771769,1388.228518910979,870.5090071900579,42.0,93.0,83.7226684969211,406.0,6.156722827231338,3.9980406770448065,24.0,7.270558219435616,1359022.3715494305,100551.97905791269,1258470.3924915178,High Profit
Fast Food,Residential,Winter,78926.2176929126,23522.995680925782,15804.089219715857,18092.323452711604,2480.1293551099798,3747.525650209658,1546.462714534759,11958.580142781866,54.0,291.0,31.566270090017778,99.0,6.694274691034561,3.832718013034707,17.0,3.682719136626292,157393.34937497144,156078.3239089021,1315.0254660693463,Low Profit
Casual Dining,Airport,Summer,28985.09344609914,51594.02017264343,30259.791973180498,13399.61106327293,9067.135152383056,651.2755668760296,4916.52436114896,4120.964505953096,50.0,11.0,5.31144678901348,152.0,6.348184543259587,3.322576533418976,28.0,6.019482466031515,196862.58218715596,142994.41624155716,53868.1659455988,Medium Profit
Cafe,Downtown,Summer,13161.792650956038,35033.31287174781,11658.694654350915,2014.0915844685298,1539.8234579197306,4628.024252051675,4189.074659329628,3492.4882340272375,67.0,67.0,116.23038167732047,114.0,27.8652602864142,4.1680121009312865,7.0,8.818940926915428,583151.8190397585,75717.30236485155,507434.51667490695,High Profit
Casual Dining,Downtown,Winter,13906.91027193129,40780.2233662366,29335.52465125579,7916.491236663488,7467.627568565515,3300.6935365445347,484.4395966320745,5153.270660672281,62.0,46.0,93.84615556211611,695.0,25.567430008721498,2.8855600395200103,9.0,10.879007488323712,2392289.427106648,108345.18088850156,2283944.2462181468,High Profit
Cafe,Residential,Summer,28275.703554291784,39987.56835945856,9348.540740934168,9793.604815400759,6945.259845322348,1759.0632627860389,3767.404252411123,5517.691808684735,65.0,270.0,57.55474969456295,135.0,24.541023299566312,4.286388199369406,16.0,10.758791998970604,311096.65395510924,105394.83663928951,205701.81731581973,High Profit
Casual Dining,Downtown,Summer,7823.378083757228,23746.981974170754,29442.371979563566,7373.501682324971,1192.1597644173175,7192.763995247718,2863.25800462067,12190.379967196825,35.0,293.0,10.032191281316365,62.0,12.68667263982702,3.575734223394438,14.0,7.249638850981635,117598.09612972167,91824.79545129905,25773.300678422616,Low Profit
Casual Dining,Mall,Winter,43361.64410914653,7331.486760977103,13159.509599202363,2760.823567368414,9064.322345781771,5941.324070660275,1219.5303099682048,4271.355391258548,28.0,191.0,27.899807190386657,749.0,25.89069639978584,4.959272541249597,23.0,19.0990554676582,733240.2805311633,87109.99615436321,646130.2843768001,High Profit
Casual Dining,Suburb,Winter,21030.568661699013,49039.254887360854,12588.007337851972,11255.898974360302,3504.968006926849,2415.732329504855,3758.2280594313997,6908.200514420911,65.0,183.0,11.090331038633117,445.0,7.798158088792917,4.005064341164074,24.0,1.9945640575528694,245328.3556884772,110500.85877155616,134827.49691692105,Medium Profit
Fine Dining,Airport,Spring,43948.29810476542,19513.807393506097,32836.76962418706,3069.1918770271477,7538.502648338717,4403.865972257554,247.87555662164584,7472.497046126967,61.0,287.0,59.87802991317609,322.0,46.9644950208235,4.886413192192261,9.0,15.526782751283342,1195397.0127689994,119030.8082228306,1076366.204546169,High Profit
Cafe,Highway,Autumn,15557.316402441513,51389.02302322916,32920.32019422253,18343.030525240803,3131.5150655830043,7712.282731662552,3684.500405262424,4584.257156799852,36.0,278.0,29.974108393777215,177.0,48.44899260057043,4.209788806522041,20.0,18.500426987135555,231406.37978489872,137322.24550444182,94084.1342804569,Medium Profit
Cafe,Suburb,Autumn,37239.29217631192,37692.6515010771,28273.290041963548,17372.434685755234,5494.0715599016885,2114.6002610108308,4486.911051464005,11749.849916259504,54.0,258.0,66.93479071403807,400.0,50.56301605970571,2.779849143567416,25.0,15.654634051680084,884120.2707876905,144423.10119374382,739697.1695939468,High Profit
Fast Food,Suburb,Spring,49843.76438009334,23161.125611556246,37108.5279687826,9766.705344497814,9737.169331214807,7589.598940797617,4424.8014332917555,9359.807520194512,73.0,203.0,12.133193709062144,458.0,59.63543132040223,4.991202218299311,5.0,3.3910210551957083,261335.91589748007,150991.5005304287,110344.41536705138,Medium Profit
Casual Dining,Residential,Spring,9649.995375358101,36872.087491496495,7935.360347112556,1821.098598939885,6302.375893747713,5530.2184921938815,3884.4692825117804,10814.951404499941,72.0,37.0,86.74549896037126,430.0,2.1727675001301305,4.386444108340857,10.0,17.513240661804886,1197488.973292693,82810.55688586034,1114678.4164068326,High Profit
Fine Dining,Highway,Autumn,34906.19819382939,39793.08346460194,12234.210168097954,11268.005488744482,3315.066233874617,4418.5258462159,4680.180717099921,818.5914496770724,59.0,205.0,16.580058750175226,158.0,34.17371458514509,4.098677498984544,16.0,6.719717401160228,217009.17765684467,111433.86156214129,105575.31609470338,Medium Profit
Fine Dining,Residential,Spring,27689.286574226582,43280.95424224433,13172.535291563867,12048.615863675837,4854.582890873559,7869.020001642114,3565.905129569468,12292.731120993581,14.0,113.0,40.58683455571839,237.0,14.553700409488744,4.344853137955809,28.0,5.561015181168098,506332.4693530863,124773.63111478933,381558.838238297,High Profit
Casual Dining,Suburb,Summer,23026.986236647554,49873.273666903064,13600.88082123846,17824.244590575785,6922.390935274152,2802.9291191339917,3464.9674817748673,3605.7246739625202,77.0,277.0,79.19720670952056,456.0,24.146678668978122,4.364963675396256,24.0,18.897963808209827,1515028.7358016383,121121.39752551039,1393907.338276128,High Profit
Food Truck,Downtown,Spring,50340.096956337235,12106.031706425129,14465.215387603539,1816.5915820909834,4729.2945074025465,2370.203262005638,228.34952012715965,1377.0984611948406,78.0,80.0,17.372654398922595,718.0,49.99834609601203,3.1685513250224773,9.0,10.494752652784715,385762.202054245,87432.88138318708,298329.3206710579,High Profit
Casual Dining,Suburb,Spring,49140.648932405544,56816.22993181115,28486.34873053479,13996.043069816418,9152.11134247102,2848.8275454567383,953.5210152809607,9915.683785027946,54.0,40.0,117.53214556397829,256.0,13.938877196228079,2.599998120346708,9.0,9.445026202280456,1135026.3585464465,171309.41435280457,963716.944193642,High Profit
Casual Dining,Airport,Spring,52302.48550082702,26417.915022368117,12288.809446362882,11474.695384300696,8740.876995766654,6056.695534834627,3929.0005871613557,3269.787478969346,18.0,45.0,26.991173353147232,500.0,53.01063343222162,2.6129323491535703,9.0,5.7609215043990645,760049.6490563973,124480.26595059068,635569.3831058065,High Profit
Casual Dining,Downtown,Spring,16916.200282439102,52045.66700745351,12865.041884318294,3908.1034066781713,1894.6966811249738,2828.651069867305,4987.763399771982,6097.612557671563,58.0,26.0,9.152618223683326,553.0,45.368717344862546,3.6689287612555987,14.0,10.934483237671024,297438.2362531363,101543.7362893249,195894.49996381142,High Profit
Casual Dining,Suburb,Autumn,26428.193364674582,15567.336935963755,23675.754173606154,2873.802229715832,7956.938493602244,1001.546380964412,3627.6676589361746,10618.674581325024,61.0,196.0,81.88382847320925,174.0,20.13621278520285,3.053350455219678,13.0,10.407422013463911,506242.8992431289,91749.91381878816,414492.9854243407,High Profit
Fast Food,Downtown,Winter,20725.908349630903,4654.651415668743,9347.636492442723,14032.041195407683,9452.941663608324,5225.634352297731,2941.165327384027,1539.8757442590188,16.0,187.0,48.87700151043492,372.0,18.580157529789393,3.748609269489278,26.0,7.696008251353485,625843.0169075406,67919.85454069915,557923.1623668415,High Profit
Fast Food,Suburb,Autumn,45537.77037483814,35680.6104865025,15865.725248790657,7126.507127024974,3510.628131562402,1939.2720818156474,998.7544333810692,1916.014687193064,79.0,127.0,116.24492240086339,317.0,17.054691024790856,4.996431301824128,16.0,7.413076003462263,1063028.9766656973,112575.28257110846,950453.6940945889,High Profit
Casual Dining,Highway,Autumn,39579.92669072122,21505.97790712902,4201.734767412022,19998.82407289151,2763.087282567671,232.471948547526,4744.77053116606,9973.491567244353,20.0,216.0,15.039188899990569,675.0,3.1515444951744342,3.6110168325395517,24.0,6.1401604341517935,395301.0648800503,103000.28476767938,292300.78011237097,High Profit
Fine Dining,Downtown,Winter,29772.030319456255,59114.33428203311,38196.79010639427,17933.061610562356,591.0930899153548,1753.4280065243686,3283.690809580987,6744.298659755406,36.0,77.0,45.82947763876319,201.0,2.627424975263164,3.6570935717838102,9.0,14.858347830715523,548226.9495053185,157388.7268842221,390838.2226210964,High Profit
Casual Dining,Airport,Autumn,63951.11066513248,8953.846918776828,14057.691729732978,11531.490729463854,1598.7456376747173,6589.3343457607225,2496.287733496818,3318.0821256863605,19.0,195.0,73.23439355389739,667.0,11.535465895814756,2.530442113527884,17.0,17.756125449908918,2198864.667073254,112496.58988572475,2086368.0771875293,High Profit
Casual Dining,Residential,Summer,12048.03083062871,5696.263362200739,34301.601076081264,13013.76592198905,9628.674174103422,7533.935223538989,4320.796470813654,7736.840585709388,18.0,89.0,67.59389423647768,133.0,44.28205482259091,4.507083466442985,18.0,12.366011839971359,422896.9945052133,94279.9076450652,328617.08686014806,High Profit
Casual Dining,Downtown,Winter,78117.25165667316,5566.015657528595,22137.932574659935,3598.287971440674,4215.655463506604,5363.23181928217,4771.082099547351,9279.383572959301,26.0,194.0,61.130026229778785,407.0,45.01634440044107,4.847992100753981,29.0,11.219574275711388,979476.657380465,133048.8408155978,846427.8165648672,High Profit
Buffet,Airport,Summer,13740.805836148904,15361.800627756287,10672.061976932682,17933.091662444567,4179.744624857168,2621.8203153878603,1918.8055513230022,6076.035009409583,38.0,66.0,49.14535717582887,541.0,39.07586729069471,4.595943809369073,4.0,15.165308860837378,1441393.9829681532,72504.16560426005,1368889.8173638931,High Profit
Fast Food,Residential,Autumn,62980.31094262771,36013.893632824285,9350.247812110154,9449.208599720014,3033.4497209503315,3604.67930584477,2627.34749904321,2594.0089558616583,24.0,199.0,100.99150229641525,179.0,35.90574996077374,2.9789051361169787,17.0,11.969117675435772,504428.9665249052,129653.14646898214,374775.820055923,High Profit
Fast Food,Residential,Autumn,32617.26418706239,31817.11229774743,28408.50830555454,10666.40299271294,2058.55965149886,1717.4801793388071,663.9996226291248,9712.75002799615,24.0,215.0,20.87897991403574,389.0,4.695068915302453,4.190497087971711,22.0,6.872170821903592,262331.1849225928,117662.07726454025,144669.10765805253,Medium Profit
Fast Food,Downtown,Winter,69894.66718488542,22954.320875513004,38665.014690078395,17526.017179391332,5333.506814008501,7070.067802398683,4803.289574463525,1818.1048213950585,76.0,94.0,62.66545497144124,410.0,5.872956518023001,3.417851165023945,1.0,9.255227848510716,834600.5089765382,168064.98894213393,666535.5200344042,High Profit
Fast Food,Downtown,Autumn,10562.746158812155,8061.207122763828,8956.649380108563,621.8814249463297,7370.282737550319,5391.536189765041,691.3118544159438,9803.029625547244,47.0,52.0,70.83141139814599,61.0,36.8497736159238,2.89828967947144,3.0,8.742070471405276,182995.40860964256,51458.64449390942,131536.76411573315,Medium Profit
Fast Food,Downtown,Spring,33104.12826442534,16323.014403276173,6386.006234476322,10139.758713246314,5732.555669211127,858.4182595434397,4652.236858196652,4062.5921527853848,8.0,122.0,106.74672155932957,292.0,43.39425763376746,4.373639638169989,22.0,8.92074884639911,1176786.3965919807,81258.71055516075,1095527.68603682,High Profit
Cafe,Airport,Summer,30158.255487517723,13496.382692728861,16709.775125577355,12721.949732095016,836.7772510428525,3062.0827323628914,1036.075133339693,20.925133279960928,63.0,51.0,37.483584167081865,182.0,7.916395656812753,2.9250896974496543,5.0,12.460404309104865,402678.56241995515,78042.22328794435,324636.3391320108,High Profit
Cafe,Airport,Summer,79486.77786691514,45503.00971789476,16964.80078392048,3606.5450887221377,8132.961589154837,4396.576254998865,4552.997627115054,6987.103490880502,24.0,46.0,36.48466201809133,798.0,14.574419890854513,2.526677055158726,1.0,11.108665378334313,1285675.437357531,169630.7724196018,1116044.6649379293,High Profit
Casual Dining,Airport,Spring,78916.17461672191,47456.9438310749,32637.613000294197,1831.8578687752672,9350.144441095774,6419.174631803716,2316.300586750557,4649.627618840376,22.0,32.0,98.13603172941696,541.0,30.406849858506803,3.0961547805681304,12.0,1.8055254239761211,2472145.5388061963,183577.83659535667,2288567.70221084,High Profit
Fast Food,Suburb,Winter,19235.296899979097,47289.79874452372,19817.793190352313,10931.21566568265,4683.579037670499,7379.9358862095205,3001.1213466882773,3441.127533339668,59.0,213.0,36.83944549888464,687.0,11.186884299378983,2.6150451702736643,11.0,2.7662541102998524,664465.5222174289,115779.86830444574,548685.6539129831,High Profit
Fast Food,Downtown,Winter,52246.02205237542,58235.31103160647,4373.525157387728,11176.81662182223,3981.413251596776,1234.8527016770895,274.53868311241297,7477.400720384927,51.0,294.0,11.196152562575175,393.0,7.054557753937852,4.38657245615847,13.0,1.0595299710759138,211896.07957353676,138999.88021996306,72896.1993535737,Medium Profit
Food Truck,Mall,Spring,45163.95649332052,53401.562941039825,36985.37228489259,6939.88486654192,2683.613100281986,6709.533369490864,2032.4950164868665,5049.473671666938,29.0,133.0,65.06713479472796,767.0,52.33838745099511,2.625851880962483,27.0,17.9957731201943,1356542.506221876,158965.89174372153,1197576.6144781546,High Profit
Fast Food,Mall,Spring,16578.011843055407,31374.870589174778,16181.139954921995,17703.509902139253,3367.767848454159,713.1134595268733,2517.6276463105014,4425.296465396693,67.0,194.0,92.28946750844484,164.0,13.48593409424881,2.745156504621132,23.0,8.447710648869611,584471.2504711817,92861.33770897964,491609.9127622021,High Profit
Fast Food,Airport,Summer,17583.47795783173,26651.353191822414,27404.20575877971,6371.149436387404,6622.251322103543,2075.8256725253123,146.20020027402526,11438.704502077622,10.0,188.0,22.649907043816153,769.0,3.2151636776275905,2.906611690928115,9.0,9.909331355905113,786504.6312642245,98293.16804180178,688211.4632224228,High Profit
Casual Dining,Suburb,Spring,79193.8796359666,55198.80550943932,27364.554319096274,10571.349755787403,7816.3882146973065,363.8958782676632,3338.197467930484,1245.377986129654,36.0,46.0,92.63327150969194,121.0,54.349164892706554,2.7476778687078105,8.0,1.3770623543497305,509149.53060190356,185092.44876731472,324057.08183458884,High Profit
Fast Food,Suburb,Spring,38954.74952156995,37839.83936674436,4140.9989857596265,4140.943260216902,3656.049495299726,697.8613973966228,4210.5873425433065,5968.026571006352,62.0,87.0,45.769423292530774,675.0,3.4617724211915335,3.6678796100048503,27.0,8.724206870956403,925804.0193752428,99609.05594053685,826194.9634347059,High Profit
Casual Dining,Suburb,Spring,14435.096900005514,19780.72402045893,2136.9770479770295,717.6259568862026,3726.8899220905555,452.87744192331024,221.42203904277545,3702.5525675767235,69.0,285.0,114.07764085414986,616.0,44.37568778948437,4.097778606033981,28.0,13.843329371884343,2498778.1116485074,45174.165895961036,2453603.945752546,High Profit
Casual Dining,Downtown,Autumn,21109.25290544407,35174.449579764536,5345.4070770787275,8807.543147090073,4785.462537172702,1338.8613076035995,2513.42446140355,4280.306045775281,24.0,297.0,15.007384496467399,377.0,52.94215591988534,3.3427681261707853,10.0,5.8553179539211975,349171.70593991695,83354.70706133255,265816.9988785844,High Profit
Casual Dining,Suburb,Spring,25126.105043641222,59552.5170936792,38348.18305267484,10775.493278671378,2116.9263769370978,7036.918987311744,265.2836785882263,6627.832527873958,7.0,161.0,41.25903265567971,72.0,23.03639170014203,3.314734654958315,22.0,13.22694606267845,186951.975347413,149849.26003937767,37102.715308035346,Low Profit
Cafe,Downtown,Autumn,43318.79474889645,51419.79342868465,32171.732063657277,15411.257198338952,9308.477787682175,2413.8473813010314,4379.140205542066,13840.013913414079,70.0,32.0,29.166169281143283,255.0,20.848121338352023,3.455704995936183,21.0,2.5231058951910112,383583.52583804383,172263.05672751667,211320.46911052716,High Profit
Casual Dining,Suburb,Summer,30166.109712973197,19032.94381539387,7016.466515565582,9251.054473808945,7201.832650307789,3941.7796871441305,887.996809550047,9888.105930885402,13.0,78.0,108.14187922465706,485.0,11.689231215857731,4.2545326820551175,22.0,11.173267310926878,2067662.0804452132,87386.28959562896,1980275.7908495844,High Profit
Casual Dining,Downtown,Summer,39125.883941744076,57318.40227728136,25365.054866155144,5935.277505235671,4619.042568607284,3999.507672101728,386.7712596784111,2896.6548159863764,60.0,152.0,37.111833300673254,395.0,22.680053267950623,2.6113733835490813,5.0,19.51708058133154,712008.8213925352,139646.59490679004,572362.2264857452,High Profit
Food Truck,Downtown,Winter,17487.466332602206,58943.34035430961,25255.002519353093,12282.615100250001,1661.5888629449696,7963.050881854372,4302.719710556169,8586.402957075195,66.0,218.0,35.5477805008788,450.0,26.76316544172668,4.9819076718799735,12.0,19.10976827195277,459679.23341384984,136482.18671894562,323197.0466949042,High Profit
Casual Dining,Airport,Summer,29504.651794062964,16176.516686678668,2021.2455683111361,7932.915837426611,8563.842708134343,3044.44870365322,2278.087762205162,2307.4370670519743,40.0,290.0,86.03972840099675,279.0,7.592596137022842,4.919800828091246,3.0,16.51057210734357,1301987.9610563263,71829.14612752407,1230158.8149288022,High Profit
Fast Food,Suburb,Winter,10273.744453831552,54048.75075457645,18304.4422026655,5051.7821135805525,5095.286277279638,2267.7747604810984,567.504130875604,13279.24396655275,42.0,218.0,114.14557210916679,399.0,12.97011036505318,3.7243552951478853,7.0,9.96696237501388,1148352.2449520815,108888.52865984316,1039463.7162922383,High Profit
Fast Food,Airport,Autumn,71728.27051068866,53342.55490883343,29047.467882867564,18251.785734621993,8070.387398497289,7713.308658691447,3274.8028848733884,6357.795214259781,4.0,42.0,72.87656686939134,770.0,22.420189175170776,2.748802526069911,26.0,1.3469157965925325,2122892.5788381873,197786.37319333354,1925106.2056448536,High Profit
Fine Dining,Airport,Spring,19906.435787643368,5265.953674340315,9098.128190460127,10965.470466335193,817.2438288830647,4821.700047359251,3557.438038323237,14245.108643595073,43.0,22.0,113.31970849123081,442.0,22.018427742711243,3.8832519543760426,17.0,11.985628746596214,2910560.930014458,68677.47867693963,2841883.451337518,High Profit
Cafe,Mall,Summer,61767.51015715541,41172.284004516165,34334.34561579871,4409.306784529335,3099.7139146785707,2457.955223708933,2884.839894620184,9935.443465746102,44.0,220.0,80.67331208195364,536.0,8.334845111043347,4.461245328747031,27.0,2.772379623285761,1639640.701377941,160061.39906075338,1479579.3023171877,High Profit
Fine Dining,Residential,Spring,31216.38411525095,20401.000642776653,27091.585975774593,13582.771018343183,6409.90607856834,2442.390305659157,1727.4301835586405,12503.123391464163,67.0,190.0,27.670637133925144,122.0,58.363329719732974,4.058233421260636,29.0,5.003290288289389,308197.17692353646,115374.59171139567,192822.5852121408,High Profit
Fast Food,Downtown,Winter,40579.7989204845,41452.91971003692,2263.1232884529927,16160.013471691389,5135.271551662855,873.6291248244379,2179.9811404478605,2689.3096290404505,30.0,106.0,90.62368290089955,615.0,53.06186757543241,4.485883369717963,13.0,12.387126806647675,1742891.9440332225,111334.04683664138,1631557.8971965811,High Profit
Fast Food,Airport,Autumn,26844.577959592014,55072.84556884388,34486.73884423163,15291.40823180989,3303.183790777993,4543.575374782917,4778.720036598059,12823.886557526119,48.0,151.0,39.09103177426564,93.0,53.396168329005846,3.1825175039827576,16.0,8.396840345418775,268536.5449611041,157144.9363641625,111391.6085969416,Medium Profit
Fast Food,Residential,Summer,57233.09533305274,31430.417135402553,2737.2011218208936,12190.979515285871,2410.7372560202757,5844.765503410897,2718.3722007682554,2843.201334147572,27.0,126.0,40.513185985043336,204.0,8.689714369848664,2.9081741283129467,7.0,3.3061618508660073,318344.6864713824,117408.76939990906,200935.91707147332,High Profit
Cafe,Residential,Spring,68340.98144560306,26621.531354953207,35741.294558074514,10632.621869449105,3367.226626929584,3902.767623801193,2045.590059340632,14642.399271150338,16.0,88.0,98.01231498638944,465.0,29.169208195445282,3.6596357873563887,29.0,4.933817924423539,1317020.8665306992,165294.41280930163,1151726.4537213976,High Profit
Casual Dining,Downtown,Winter,26470.263855469108,55527.282457682784,14681.316587654954,15657.811819739358,7552.22430832963,7098.607693070835,3570.1405291584006,4198.464877887445,46.0,245.0,34.757884567814955,339.0,41.121773963050146,2.8157023068280367,13.0,7.070075700692125,559459.1977983546,134756.11212899254,424703.085669362,High Profit
Fine Dining,Suburb,Spring,23166.323274769435,58524.55031109636,28548.70969843518,14308.382980181415,2245.2198297624022,3974.9253142773773,473.170940330986,10260.755972992962,74.0,130.0,43.324399113247274,524.0,2.602840530881476,4.557851193093325,23.0,17.38543323595947,1072922.4154465436,141502.0383218461,931420.3771246974,High Profit
Cafe,Downtown,Summer,56108.01990979227,6547.470684246755,31922.376811046128,11643.80380566212,6141.2254726009705,2901.595035466471,1522.1165097248563,8197.370037950941,62.0,62.0,118.52722149258106,157.0,1.339578252763891,3.336296921440907,18.0,18.712565133228637,808082.7654334791,124983.9782664905,683098.7871669886,High Profit
Fast Food,Mall,Spring,19636.479542579065,55602.33994144781,12688.215158376404,13325.551012763332,4524.967917610273,2156.106228062451,1209.716248680925,7178.558862766244,21.0,296.0,24.554711913561675,714.0,11.533081652236014,4.305201075153632,5.0,19.86412284049883,617083.1881713272,116321.9349122865,500761.25325904076,High Profit
Food Truck,Airport,Autumn,52987.98242073292,7717.806410747664,15544.599669465098,3788.2039671389007,7748.860086677046,2097.6879455508724,3432.5073669943854,6429.4752322323975,50.0,39.0,77.69400557764004,141.0,22.093450337464272,4.771199831240235,18.0,17.267888566676604,377913.4734273158,99747.12309953928,278166.3503277765,High Profit
Food Truck,Suburb,Summer,12082.105977022664,22225.31416286461,21362.58624624864,888.7039950552517,2415.375964879737,2668.8089439457567,3059.172602938953,5754.431163336836,28.0,258.0,50.37986187854559,677.0,7.958252068205005,2.987549099149329,29.0,19.351921919170476,903528.310516646,70456.49905629245,833071.8114603536,High Profit
Food Truck,Mall,Winter,51510.28699705154,46466.724978528626,24142.27820832052,18657.154003802498,3065.850974249606,7937.404219066594,3821.2385706016007,4548.250487841267,66.0,138.0,41.76835768545886,84.0,10.30586408714482,3.113824966355734,6.0,10.887186384935235,156664.77491590424,160149.18843946225,-3484.4135235580034,Loss
Fast Food,Airport,Summer,43505.505050782485,47291.10797056263,13097.592430932547,18738.05155625706,4287.531553134058,3014.446899246831,2191.1847832651047,8958.058439375094,10.0,246.0,20.29771895046055,56.0,49.01184642330507,2.77085847860611,12.0,10.697516583590742,219035.35127669273,141083.47868355582,77951.87259313691,Medium Profit
Casual Dining,Suburb,Winter,13542.928668223127,44371.847768712476,39711.0240161201,15865.430229122707,2082.468282707605,4291.87918395019,952.3231054116117,14763.145767290733,59.0,273.0,66.24091115289369,498.0,47.8326110493897,2.533634778567648,9.0,8.454962917306549,1101649.2260321765,135581.04702153857,966068.1790106379,High Profit
Cafe,Residential,Winter,53682.77261484498,5229.411819480897,30006.177582446333,7759.931948857586,4881.35033537507,2342.4660298870135,995.8554765922235,10082.481284714915,52.0,261.0,70.538613680591,787.0,46.55194360495946,2.638087509576574,7.0,6.721048481109703,1328541.0582490065,114980.44709219901,1213560.6111568075,High Profit
Fast Food,Highway,Summer,38491.78677755569,10579.064737373317,12417.776373161096,3439.638577843811,4452.4826774265,1319.579741898997,4472.050016596497,11354.17266566523,39.0,183.0,84.11060234536413,256.0,14.428160032216482,2.9799021635638154,4.0,13.456204617654945,609726.8784788621,86526.55156752114,523200.326911341,High Profit
Casual Dining,Downtown,Winter,21283.62881128143,56364.34039852567,26336.42326817186,7467.976360618143,9905.812670666755,5237.500833241007,466.9815467559764,9813.668117901532,20.0,14.0,95.6182509730196,570.0,13.105954670124815,4.855954186782282,13.0,16.146778794049947,2013270.327652047,136876.33200716236,1876393.9956448846,High Profit
Food Truck,Mall,Summer,31503.811677663296,7643.299138565775,18544.105643419363,14661.552601757287,6141.705238141828,4452.716321012865,3011.1873670892574,7735.752079847772,45.0,46.0,52.46162821498824,716.0,53.251831921281294,3.9127337295058826,26.0,19.45877757527591,1199578.2714132848,93694.13006749745,1105884.1413457873,High Profit
Food Truck,Downtown,Autumn,41907.65792291972,7477.117267467648,34692.49787871246,7036.399320823806,1159.889238517898,729.045822479662,1235.1985012213806,12256.695146597987,12.0,35.0,66.94004896436043,362.0,52.03657871555967,4.526054407262176,27.0,13.044598529280032,735135.8091670837,106494.50109874055,628641.3080683432,High Profit
Fast Food,Mall,Autumn,11866.567044828651,50631.818452198604,14500.10268951916,16020.302389932114,4869.445651411819,7085.7378900914555,1149.9611441540615,4847.460123168549,79.0,186.0,12.496409219260082,611.0,22.05903882485971,4.801438496196934,10.0,15.801358890299356,336799.30125090637,110971.39538530441,225827.90586560196,High Profit
Fine Dining,Residential,Spring,76820.71123462656,39552.14793370451,9138.451549823261,13623.759437951265,8845.764542059975,4160.13731047388,582.1970218561128,4097.520199739376,77.0,91.0,52.9798682647467,493.0,34.62219968365673,2.6215217409409695,1.0,6.818094536824231,1132962.2895528886,156820.68923023497,976141.6003226537,High Profit
Casual Dining,Residential,Autumn,54917.16171590909,23044.395183175235,3753.1778338314025,12784.602426452122,8734.292080197438,2815.4943053550655,4898.477812629507,5757.598729424383,46.0,168.0,20.17412045302705,374.0,42.93777519475843,3.6187842979447593,15.0,7.11409625101955,332348.3063477649,116705.20008697426,215643.10626079066,High Profit
